Chunk 	 RSQ
0	-3109309.6263331277
1	-2312487.6234498387
2	-3340383.6230294467
3	-635003.9211667941

overall_gold_y	overall_pred_y	overall_adj
0.6931472	[-1303.9961]	considerable
-1.3350011	[-1650.83]	familiar
-0.2876821	[-1359.1443]	normal
-1.3062516	[-1042.2487]	slight
-0.91629076	[-1226.5875]	high
0.5725192	[-1503.4406]	prominent
-0.21256144	[-938.0548]	fine
0.6592456	[-12.915599]	severe
0.18232156	[-777.8057]	sizable
-1.9459101	[-127.353065]	acceptable
-2.862201	[-1086.9713]	thin
-2.3864665	[-169.06314]	poor
-1.0687593	[-1288.3859]	critical
0.105360515	[-320.1131]	conventional
-0.36545977	[-1455.7992]	impressive
-4.905275	[-30.120731]	inadequate
-0.35282138	[-709.842]	stable
0.16251893	[-1420.2175]	positive
2.220446e-16	[-368.22995]	ordinary
-1.7303905	[-275.5622]	relative
-1.3862944	[-1254.1582]	fundamental
0.19948936	[-1245.7927]	great
1.4403616	[-719.975]	unusual
0.49899116	[-314.20773]	vital
0.6931472	[-1543.0792]	firm
0.13607053	[-992.4532]	fundamental
0.644357	[-1022.76587]	striking
-0.27625337	[-1389.2039]	nice
0.25722286	[-1123.3315]	hefty
-1.974081	[-1311.6802]	thin
-2.3978953	[-1265.7701]	inadequate
-0.515164	[-660.8211]	familiar
0.41985384	[-726.52734]	extraordinary
-2.0794415	[-935.3477]	thin
-0.8924801	[-566.50134]	conventional
-0.3001046	[-414.98566]	clear
0.8938179	[-625.07733]	deep
0.7587445	[-469.17365]	promising
-1.8718022	[-920.85394]	conservative
-0.4289956	[-715.3993]	acceptable
0.062520355	[-1146.8557]	important
0.4054651	[-659.7143]	critical
-0.22314355	[-807.38275]	reasonable
-2.014903	[-949.45905]	poor
0.31845373	[-1401.8947]	legitimate
-1.011601	[-1211.4429]	promising
-1.0560527	[-169.83469]	conservative
-1.0833448	[-511.3714]	likely
-4.158883	[-1181.475]	stable
-0.09531018	[-993.48846]	vital
1.108091	[-1263.4495]	extraordinary
0.45198512	[-479.83542]	big
0.3483067	[-1209.4119]	regular
-0.31449333	[-361.82724]	valuable
-1.2527629	[-167.1934]	light
-0.59019923	[-591.4684]	appropriate
0.061875403	[-326.11478]	promising
0.12445418	[-1434.6804]	firm
-0.33135712	[-1325.5712]	prominent
0.51082563	[-1203.7673]	huge
-4.189655	[-1624.2883]	disappointing
-0.189242	[-245.7549]	nice
0.5520686	[-352.69537]	intense
-3.713572	[-319.17746]	stable
-0.6501812	[-130.8191]	rare
0.6751287	[-1221.2887]	deep
-1.178655	[-707.5582]	conservative
-1.0498221	[-1380.7903]	slight
-0.6396585	[-983.2078]	conservative
-0.967584	[-94.19751]	modest
0.4567584	[-1639.6176]	competitive
-1.658228	[-1506.0085]	appropriate
-0.31845373	[-1393.7521]	modest
0.6931472	[-796.10834]	remarkable
0.967584	[-1192.5903]	unusual
-0.6931472	[-131.03465]	appropriate
-2.6492097	[-1518.3599]	thin
-1.5686159	[-69.62488]	low
2.220446e-16	[-109.92119]	usual
-4.2195077	[-217.49956]	narrow
-1.3737155	[-133.96889]	sound
-0.15415068	[-655.66016]	clear
0.38612214	[-199.02284]	broad
0.43273222	[-184.94533]	grand
0.35667494	[-162.13036]	valuable
-2.1102133	[-421.26242]	low
-2.3826277	[-397.59375]	tiny
-1.2250262	[-289.94778]	routine
-0.5725192	[-1568.8276]	moderate
0.6931472	[-51.500256]	major
0.6931472	[-639.7795]	aggressive
-1.6739764	[-46.22523]	sensitive
-0.048790164	[-1134.4359]	conventional
-1.7491999	[-1302.247]	weak
0.37197894	[-598.15674]	liberal
0.6097656	[-1630.6202]	legitimate
-0.1267517	[-449.52866]	aggressive
0.5062698	[-298.91434]	serious
0.6931472	[-1272.0796]	crucial
-0.4054651	[-272.32617]	appropriate
-0.16362943	[-393.601]	high
-1.0296195	[-411.40125]	tight
0.4378005	[-1126.793]	aggressive
-0.4054651	[-999.3977]	adequate
0.73396915	[-97.25935]	sharp
-1.2685113	[-1416.4447]	relative
-1.13498	[-264.84402]	regular
-0.7472144	[-706.30817]	routine
2.220446e-16	[-959.25916]	relative
0.45953232	[-1430.9564]	aggressive
-0.25886163	[-1541.0181]	promising
-0.5996211	[-665.6846]	conventional
-0.25593337	[-1155.9028]	usual
-1.0593916	[-1467.7522]	small
0.17261274	[-362.28616]	strong
0.51082563	[-1566.4379]	obvious
0.6931472	[-674.2151]	strong
-0.78845733	[-700.9353]	important
-0.95200884	[-26.326963]	radical
-2.125251	[-432.7862]	liberal
0.5877867	[-1132.7396]	prominent
-0.4054651	[-1310.991]	familiar
1.1059924	[-1136.5315]	steep
-1.7777733	[-1441.8323]	low
-2.4567358	[-1277.6005]	disappointing
0.268264	[-1490.0271]	competitive
0.20067069	[-81.79921]	hefty
-1.5040774	[-723.4213]	sensitive
-1.652923	[-824.45715]	fine
-1.011601	[-99.435104]	conventional
0.97455966	[-1287.4652]	rare
0.35667494	[-177.8511]	remarkable
-1.3437347	[-471.64108]	regular
-3.1640675	[-53.666027]	weak
-1.2784054	[-785.4675]	adequate
0.2047944	[-1406.8]	wide
-1.7553918	[-903.44617]	usual
0.12260232	[-802.3543]	likely
0.45473614	[-370.6807]	striking
0.24783616	[-1129.7876]	high
0.51082563	[-1413.6909]	impressive
0.43825492	[-1440.8503]	deep
-3.9019728	[-50.18192]	disappointing
-0.97600996	[-59.117847]	thin
-2.3513753	[-861.66455]	slight
0.6931472	[-1659.6]	generous
1.2192403	[-214.31606]	crucial
1.0296195	[-262.14566]	valuable
0.20252426	[-1175.8652]	competitive
0.94560057	[-1072.6519]	bearish
-2.1785324	[-1263.3987]	narrow
-2.3513753	[-1536.5585]	tiny
1.0245043	[-1149.7323]	unusual
-0.014184635	[-243.71947]	hefty
0.87546873	[-742.18787]	unusual
0.5349232	[-882.41907]	rich
1.1046546	[-199.94646]	remarkable
-0.19415602	[-1088.5837]	aggressive
0.35364005	[-279.0443]	sound
0.6931472	[-1265.9575]	wide
0.2135741	[-841.18915]	moderate
0.105360515	[-958.24054]	favorable
-0.47378436	[-1361.7686]	favorable
0.99852884	[-1092.2502]	broad
-0.5596158	[-1602.0629]	likely
0.22314355	[-1488.7537]	nice
-0.6931472	[-474.3003]	normal
-5.7838254	[-1392.8458]	disappointing
-3.8286414	[-581.51056]	tiny
0.6931472	[-1163.591]	huge
overall rsq:-2338382.0567635084
